fileName,labelName,area_start,area_end,category_01,category_02,category_03,decibel,soundQuality,subCategory,bitRate,duration,fileFormat,fileSize,recodingType,sampleRate,acqDevice,acqMethod,acqType,areaUse,dayNight,direction,distance,district,latitude,longitude,micClass,obstacle,place,recordingTime,urban,weather,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,ood_label
1.car_horn_87900_1.wav,1.car_horn_87900_1.wav,2.0,58.719,교통소음,자동차,차량경적,116,정상,소형차경적,705kbps,60.719,wav,10710876,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,12:02,인천광역시,맑음,-391.0043,107.641975,64.20464,33.718952,20.63034,13.337987,9.100019,8.87322,9.3405485,8.28799,5.7602067,1.5234177,-3.3077478,-6.913992,-7.884123,-2.7159526,10.48119,25.572363,34.912407,36.701534,28.863316,9.446091,-11.816042,-19.510399,-11.667988,0.73783475,7.7691073,5.2532077,-3.9555986,-9.738712,-5.8274264,1.3457464,2.443187,-2.6350622,-5.972064,0.82025504,17.002712,27.952614,21.221159,5.8700285,-1.1940559,-0.75774264,-2.8588104,-5.101422,-0.1981497,7.001447,6.2038965,-2.8623126,-10.336964,-8.5934925,차량경적
1.car_horn_87964_1.wav,1.car_horn_87964_1.wav,2.0,59.747,교통소음,자동차,차량경적,102,정상,소형차경적,705kbps,61.747,wav,10892180,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,13:58,인천광역시,맑음,-233.66284,87.91762,45.434906,19.435001,9.098841,32.400368,5.817845,9.204194,14.611247,20.294502,-11.113198,0.09282006,13.0615835,-4.964235,5.7441034,-6.2864556,-1.1390897,8.263869,40.71944,42.61935,18.720232,-1.6104455,-17.97328,-18.402748,-9.753463,12.165919,24.850277,8.647719,-11.998608,-17.904314,-4.9632945,10.341737,16.461807,-8.26268,-22.153292,2.1782877,37.332928,37.65715,10.640672,-10.348978,-7.9237823,8.347244,-2.4408326,-17.408949,-5.8915877,22.778133,21.374588,-19.310514,-26.457247,4.794274,차량경적
1.car_horn_87987_1.wav,1.car_horn_87987_1.wav,2.0,59.217,교통소음,자동차,차량경적,112,정상,소형차경적,705kbps,61.217,wav,10798804,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,14:40,인천광역시,맑음,-318.16153,126.12318,43.729805,-11.429483,-5.2232347,13.667998,0.9348439,10.497743,2.401143,22.281258,-2.9122014,14.498095,-1.1913114,-17.224363,-8.823559,-5.126367,-2.116514,9.674221,36.91934,42.158646,22.44087,1.8900211,-10.440888,-24.166023,-21.99645,6.5554957,20.70374,15.73253,-2.2556584,-23.991661,-5.9979124,10.879671,12.913915,-5.1722474,-23.274185,-2.8486304,23.682396,34.084316,18.682697,-7.5719132,-5.9530816,1.5381777,-0.032047395,-10.759938,-10.296665,14.938017,19.099138,-5.256958,-27.792421,-7.377015,차량경적
1.car_horn_88000_1.wav,1.car_horn_88000_1.wav,2.0,57.389,교통소음,자동차,차량경적,112,정상,소형차경적,705kbps,59.389,wav,10476228,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,15:04,인천광역시,맑음,-385.20926,140.26541,57.263832,-7.9321446,-3.877982,14.155136,6.2981577,11.397833,2.5667832,15.076704,3.8027105,8.277442,-2.6866112,-14.930946,-4.3560624,-6.0140934,4.2366796,9.381808,29.101744,29.85805,21.937431,5.639354,-10.921877,-15.365532,-16.906918,1.6732875,15.251235,10.953714,-2.2555673,-17.911058,-3.6084237,11.232335,7.734537,-3.7150369,-13.152214,-0.37159657,16.70525,24.963758,15.596079,-2.3544514,-5.0186653,2.9961348,-0.14286624,-8.995171,-4.227169,8.116351,11.163322,-4.9929547,-16.359087,-5.4419613,차량경적
1.car_horn_88001_1.wav,1.car_horn_88001_1.wav,2.0,58.207,교통소음,자동차,차량경적,122,정상,소형차경적,705kbps,60.207,wav,10620540,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,15:06,인천광역시,맑음,-382.1245,150.0049,61.43904,-17.890905,-7.740589,15.947204,3.8065822,7.9094496,2.6332133,14.426663,4.8359804,8.713659,-1.9358287,-17.609499,-5.500038,-6.904475,4.265554,7.6821733,30.752056,30.672382,23.179886,5.204327,-12.256514,-16.082613,-19.23714,2.382082,15.859433,11.226406,-1.878258,-21.00391,-4.027816,12.537431,7.5257964,-4.5572543,-14.951563,-0.8912516,16.990984,28.031773,18.144882,-3.101717,-5.330876,2.1072996,1.768516,-10.489394,-4.8158016,9.592706,12.866017,-3.469832,-20.286922,-6.5634265,차량경적
1.car_horn_87669_1.wav,1.car_horn_87669_1.wav,75.2,127.75,교통소음,자동차,차량경적,123,정상,소형차경적,705kbps,129.753,wav,22888532,Mono,44.1kHz,TASCAM DR-05X,자연적,제작,상업지역,주간,위,2m,은현면,37.86,126.02,무지향성,없음,도로변,19:32,양주시,맑음,-283.84802,61.705807,7.107631,39.172997,17.807217,22.582493,-19.869223,10.0492735,5.0828357,7.9326196,-10.8754835,3.980715,-5.7097616,-5.873107,2.924464,0.19438037,6.673138,-4.8640113,-5.823841,11.885092,20.79653,18.164896,11.08751,17.180746,11.309312,1.1586075,-6.1773243,-2.2492268,8.124001,0.6560334,-3.411969,-1.5598202,-5.334714,-6.155887,1.4668884,7.281943,-4.8424277,-5.3798537,-4.612588,7.5446377,9.912089,11.843904,2.5435908,5.109258,12.932603,11.083973,0.34398568,-11.7888975,0.5482591,10.594006,차량경적
1.car_horn_87808_1.wav,1.car_horn_87808_1.wav,2.0,17.222,교통소음,자동차,차량경적,119,정상,소형차경적,705kbps,19.222,wav,3390832,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,06:00,인천광역시,맑음,-283.42136,155.78348,35.77602,4.0241885,-4.6699886,22.851349,-3.1418836,10.978852,8.223731,13.219541,1.1334046,-5.6904535,-8.691832,-17.969507,-10.772188,-4.258229,12.893997,16.504953,34.97021,33.477085,23.727468,-8.032027,-24.832779,-17.701246,-4.1229258,19.760286,13.285067,-8.310538,-23.132261,-19.030035,3.533253,17.230938,-2.1129587,-11.439506,-3.0845058,20.71711,38.216187,19.991629,-10.363994,-14.081931,4.1337814,5.9048557,-8.950108,-12.411237,11.83918,15.650206,-13.045819,-21.47798,-6.7998815,13.916045,차량경적
1.car_horn_87809_1.wav,1.car_horn_87809_1.wav,2.0,17.222,교통소음,자동차,차량경적,107,정상,소형차경적,705kbps,19.222,wav,3390832,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,06:18,인천광역시,맑음,-283.42136,155.78348,35.77602,4.0241885,-4.6699886,22.851349,-3.1418836,10.978852,8.223731,13.219541,1.1334046,-5.6904535,-8.691832,-17.969507,-10.772188,-4.258229,12.893997,16.504953,34.97021,33.477085,23.727468,-8.032027,-24.832779,-17.701246,-4.1229258,19.760286,13.285067,-8.310538,-23.132261,-19.030035,3.533253,17.230938,-2.1129587,-11.439506,-3.0845058,20.71711,38.216187,19.991629,-10.363994,-14.081931,4.1337814,5.9048557,-8.950108,-12.411237,11.83918,15.650206,-13.045819,-21.47798,-6.7998815,13.916045,차량경적
1.car_horn_87814_1.wav,1.car_horn_87814_1.wav,2.0,17.222,교통소음,자동차,차량경적,109,정상,소형차경적,705kbps,19.222,wav,3390832,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,09:26,인천광역시,맑음,-283.42136,155.78348,35.77602,4.0241885,-4.6699886,22.851349,-3.1418836,10.978852,8.223731,13.219541,1.1334046,-5.6904535,-8.691832,-17.969507,-10.772188,-4.258229,12.893997,16.504953,34.97021,33.477085,23.727468,-8.032027,-24.832779,-17.701246,-4.1229258,19.760286,13.285067,-8.310538,-23.132261,-19.030035,3.533253,17.230938,-2.1129587,-11.439506,-3.0845058,20.71711,38.216187,19.991629,-10.363994,-14.081931,4.1337814,5.9048557,-8.950108,-12.411237,11.83918,15.650206,-13.045819,-21.47798,-6.7998815,13.916045,차량경적
1.car_horn_87818_1.wav,1.car_horn_87818_1.wav,2.0,33.056,교통소음,자동차,차량경적,125,정상,소형차경적,705kbps,35.056,wav,6183972,Mono,44.1kHz,TASCAM DR-05X,인위적,제작,상업지역,주간,위,9m,운남동,37.7,126.78,무지향성,없음,도로변,09:34,인천광역시,맑음,-363.94693,148.40436,56.207466,5.185918,-4.661362,22.386112,4.1811247,15.732748,7.4517756,11.2385845,7.338801,-2.2500105,-4.505445,-14.733632,-4.6135616,-4.286705,0.7750781,7.973488,26.681381,35.605286,25.324553,9.046238,-5.914548,-15.448975,-15.956999,9.138349,12.712135,3.8116398,-7.631964,-17.20714,-4.349478,6.1704826,9.892205,-0.9173734,-12.488165,0.43305713,23.609266,27.277359,11.698465,-0.5029555,-3.4172854,-0.122402854,-1.3030117,-8.731389,-5.069005,8.552015,10.369791,-5.1286454,-16.124258,-5.8436637,차량경적
